,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p1rlv1359-rdt793lv),rdt793lv.1.2,p1rlv1359.1.2,1p_oh_al_4_periwinkle_2,0.001,2,----,----,----,----,----,----,['1.76096666666667 |0.395966666666667 1.76096666666667'],['0.669833333333333 |0.568633333333333 0.669833333333333'],['36.9250333333333 |-17.5589666666667 36.9250333333333'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1910-rdm1911),rdm1911.1.2,rdm1910.1.2,1p_oh_al_4/0_zuzara_2,0.0430685,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1911-rdt1139lv),rdt1139lv.1.2,rdm1911.1.2,1p_oh_al_2/0_rucina_2,0.0154819,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1913-rdm1912),rdm1912.1.2,p1rlv1913.1.2,1p_oh_al_2/0_rucina_2,0.0188495,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1914-rdm1913),rdm1913.1.2,p1rlv1914.1.2,1p_oh_al_2/0_rucina_2,0.0043644,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1912-rdm1913),rdm1912.1.2,rdm1913.1.2,1p_oh_al_4/0_zuzara_2,0.0476617,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1912-rdt1139lv),rdt1139lv.1.2,rdm1912.1.2,1p_oh_al_2/0_rucina_2,0.0262989,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1910-rdt1140lv),rdt1140lv.1.2,p1rlv1910.1.2,1p_oh_al_2/0_rucina_2,0.0128996,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1911-rdt1140lv),rdt1140lv.1.2,p1rlv1911.1.2,1p_oh_al_2/0_rucina_2,0.0235244,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1916-rdt1141lv),rdt1141lv.1.2,p1rlv1916.1.2,1p_oh_al_4/0_zuzara_2,0.0623258,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1915-rdm1916),rdm1916.1.2,p1rlv1915.1.2,1p_ug_al_1/0_brenau_2,0.0381318,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:rdm1916-rdt1141lv),rdt1141lv.1.2,rdm1916.1.2,1p_oh_al_2/0_rucina_2,0.0108759,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1917-rdm1918),rdm1918.1.2,p1rlv1917.1.2,1p_oh_al_4/0_zuzara_2,0.100972,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1918-rdt1141lv),rdt1141lv.1.2,rdm1918.1.2,1p_oh_al_2/0_rucina_2,0.0108885,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1918-rdt1142lv),rdt1142lv.1.2,p1rlv1918.1.2,1p_oh_al_4/0_zuzara_2,0.0383289,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1921-rdt1143lv),rdt1143lv.1.2,p1rlv1921.1.2,1p_oh_al_4/0_zuzara_2,0.0854783,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1922-rdt1143lv),rdt1143lv.1.2,p1rlv1922.1.2,1p_oh_al_4/0_zuzara_2,0.0520096,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1919-rdm1920),rdm1920.1.2,p1rlv1919.1.2,1p_oh_al_4/0_zuzara_2,0.0754892,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1920-rdm1920),rdm1920.1.2,p1rlv1920.1.2,1p_oh_al_4/0_zuzara_2,0.104674,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1920-rdt1143lv),rdt1143lv.1.2,rdm1920.1.2,1p_oh_al_4/0_zuzara_2,0.034073,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1923-rdm1924),rdm1924.1.2,p1rlv1923.1.2,1p_oh_al_4/0_zuzara_2,0.0831555,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1924-rdt1143lv),rdt1143lv.1.2,rdm1924.1.2,1p_oh_al_4/0_zuzara_2,0.0340865,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1924-rdt1144lv),rdt1144lv.1.2,p1rlv1924.1.2,1p_oh_al_4_periwinkle_2,0.001,2,----,----,----,----,----,----,['1.76096666666667 |0.395966666666667 1.76096666666667'],['0.669833333333333 |0.568633333333333 0.669833333333333'],['36.9250333333333 |-17.5589666666667 36.9250333333333'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1925-rdt1145lv),rdt1145lv.1.2,p1rlv1925.1.2,1p_oh_al_4/0_zuzara_2,0.0282174,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1926-rdt1145lv),rdt1145lv.1.2,p1rlv1926.1.2,1p_oh_al_4/0_zuzara_2,0.0282174,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1928-rdt1146lv),rdt1146lv.1.2,p1rlv1928.1.2,1p_oh_al_4/0_zuzara_2,0.0885065,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1931-rdt1146lv),rdt1146lv.1.2,p1rlv1931.1.2,1p_oh_al_4/0_zuzara_2,0.109962,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1932-rdt1146lv),rdt1146lv.1.2,p1rlv1932.1.2,1p_oh_al_4/0_zuzara_2,0.143148,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1929-rdm1930),rdm1930.1.2,p1rlv1929.1.2,1p_oh_al_4/0_zuzara_2,0.0731915,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1930-rdm1930),rdm1930.1.2,p1rlv1930.1.2,1p_oh_al_4/0_zuzara_2,0.0767618,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1930-rdt1146lv),rdt1146lv.1.2,rdm1930.1.2,1p_oh_al_2/0_rucina_2,0.0182279,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1933-rdm1934),rdm1934.1.2,p1rlv1933.1.2,1p_oh_al_2/0_rucina_2,0.00837055,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1927-rdm1928),rdm1928.1.2,p1rlv1927.1.2,1p_oh_al_4/0_zuzara_2,0.0595902,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1928-rdm1934),rdm1934.1.2,rdm1928.1.2,1p_oh_al_2/0_rucina_2,0.0182179,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1934-rdt1146lv),rdt1146lv.1.2,rdm1934.1.2,1p_oh_al_2/0_rucina_2,0.0182179,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1934-rdt1147lv),rdt1147lv.1.2,p1rlv1934.1.2,1p_ug_al_4/0_sweetbriar_2,0.001,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,301,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1936-rdt1149lv),rdt1149lv.1.2,p1rlv1936.1.2,1p_ug_al_1/0_brenau_2,0.001,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,205,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1937-rdt1150lv),rdt1150lv.1.2,p1rlv1937.1.2,1p_oh_al_4/0_zuzara_2,0.099288,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1938-rdt1150lv),rdt1150lv.1.2,p1rlv1938.1.2,1p_oh_al_4/0_zuzara_2,0.0798413,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1939-rdt1151lv),rdt1151lv.1.2,p1rlv1939.1.2,1p_oh_al_4/0_zuzara_2,0.074647,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1941-rdt1151lv),rdt1151lv.1.2,p1rlv1941.1.2,1p_oh_al_4/0_zuzara_2,0.0966935,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1940-rdt1152lv),rdt1152lv.1.2,p1rlv1940.1.2,1p_oh_al_4/0_zuzara_2,0.050611,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1942-rdt1152lv),rdt1152lv.1.2,p1rlv1942.1.2,1p_oh_al_4/0_zuzara_2,0.124581,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1943-rdt1152lv),rdt1152lv.1.2,p1rlv1943.1.2,1p_oh_al_4/0_zuzara_2,0.0646262,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1944-rdt1152lv),rdt1152lv.1.2,p1rlv1944.1.2,1p_oh_al_4/0_zuzara_2,0.0832152,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1945-rdt1152lv),rdt1152lv.1.2,p1rlv1945.1.2,1p_oh_al_4/0_zuzara_2,0.106537,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1946-rdt1153lv),rdt1153lv.1.2,p1rlv1946.1.2,1p_oh_al_2/0_rucina_2,0.0213823,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1947-rdt1153lv),rdt1153lv.1.2,p1rlv1947.1.2,1p_oh_al_2/0_rucina_2,0.0213823,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1948-rdt1154lv),rdt1154lv.1.2,p1rlv1948.1.2,1p_oh_al_4/0_zuzara_2,0.0456151,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1949-rdt1155lv),rdt1155lv.1.2,p1rlv1949.1.2,1p_oh_al_4/0_zuzara_2,0.027299,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1952-rdt1155lv),rdt1155lv.1.2,p1rlv1952.1.2,1p_oh_al_4/0_zuzara_2,0.0383389,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1953-rdt1155lv),rdt1155lv.1.2,p1rlv1953.1.2,1p_oh_al_2/0_rucina_2,0.0179378,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1954-rdt1155lv),rdt1155lv.1.2,p1rlv1954.1.2,1p_oh_al_2/0_rucina_2,0.024829,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1950-rdt1156lv),rdt1156lv.1.2,p1rlv1950.1.2,1p_oh_al_4/0_zuzara_2,0.0499967,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1951-rdm1955),rdm1955.1.2,p1rlv1951.1.2,1p_oh_al_4/0_zuzara_2,0.0284418,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1955-rdt1157lv),rdt1157lv.1.2,rdm1955.1.2,1p_oh_al_2/0_rucina_2,0.018621,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv2624-rdm1956),rdm1956.1.2,p1rlv2624.1.2,1p_oh_al_4/0_zuzara_2,0.0409521,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:rdm1956-rdt1157lv),rdt1157lv.1.2,rdm1956.1.2,1p_oh_al_2/0_rucina_2,0.0186224,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1955-rdt1158lv),rdt1158lv.1.2,p1rlv1955.1.2,1p_oh_al_4_periwinkle_2,0.001,2,----,----,----,----,----,----,['1.76096666666667 |0.395966666666667 1.76096666666667'],['0.669833333333333 |0.568633333333333 0.669833333333333'],['36.9250333333333 |-17.5589666666667 36.9250333333333'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1956-rdt1159lv),rdt1159lv.1.2,p1rlv1956.1.2,1p_oh_al_2/0_rucina_2,0.0103683,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1957-rdt1159lv),rdt1159lv.1.2,p1rlv1957.1.2,1p_oh_al_2/0_rucina_2,0.0103683,2,----,----,----,----,----,----,['0.716633333333333 |0.287533333333333 0.716633333333333'],['0.288833333333333 |0.193233333333333 0.288833333333333'],['39.3595 |-19.3421 39.3595'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1959-rdt1161lv),rdt1161lv.1.2,p1rlv1959.1.2,1p_oh_al_4_periwinkle_2,0.001,2,----,----,----,----,----,----,['1.76096666666667 |0.395966666666667 1.76096666666667'],['0.669833333333333 |0.568633333333333 0.669833333333333'],['36.9250333333333 |-17.5589666666667 36.9250333333333'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1960-rdt1162lv),rdt1162lv.1.2,p1rlv1960.1.2,1p_oh_al_4_periwinkle_2,0.001,2,----,----,----,----,----,----,['1.76096666666667 |0.395966666666667 1.76096666666667'],['0.669833333333333 |0.568633333333333 0.669833333333333'],['36.9250333333333 |-17.5589666666667 36.9250333333333'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1961-rdt1163lv),rdt1163lv.1.2,p1rlv1961.1.2,1p_oh_al_4/0_zuzara_2,0.0433983,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
Line.l(r:p1rlv1962-rdt1164lv),rdt1164lv.1.2,p1rlv1962.1.2,1p_oh_al_4/0_zuzara_2,0.0987029,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.213533333333333 |0.124733333333333 0.213533333333333'],['41.3578 |-20.4474 41.3578'],No,0.01805,0.155081,100,,km,,[],Deri,[],[],----,----,1,['400'],oh,115,600,0.1,20,3,60,Yes,
