,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p2udt7lv-p2ulv8),p2udt7lv.1.2,p2ulv8.1.2,1P_UG_AL_1/0_Brenau_2,0.0151435,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm4237-p2ulv45084),p2udm4237.1.2,p2ulv45084.1.2,1P_UG_AL_2/0_Converse_2,0.00919133,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm4233-p2udm4237),p2udm4233.1.2,p2udm4237.1.2,1P_UG_AL_2/0_Converse_2,0.00996423,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm4233-p2udt1243lv),p2udt1243lv.1.2,p2udm4233.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.009956,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm4234-p2ulv18667),p2udm4234.1.2,p2ulv18667.1.2,1P_UG_AL_1/0_Brenau_2,0.0135981,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm4234-p2udt1243lv),p2udt1243lv.1.2,p2udm4234.1.2,1P_UG_AL_1/0_Brenau_2,0.0398405,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt1609lv-p2ulv46163),p2udt1609lv.1.2,p2ulv46163.1.2,1P_UG_AL_2/0_Converse_2,0.0095237,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm5560-p2ulv3459),p2udm5560.1.2,p2ulv3459.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0138266,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm5560-p2udt1609lv),p2udt1609lv.1.2,p2udm5560.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00931814,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt1614lv-p2ulv3466),p2udt1614lv.1.2,p2ulv3466.1.2,1P_UG_AL_1/0_Brenau_2,0.0141522,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5582-p2ulv6953),p2udm5582.1.2,p2ulv6953.1.2,1P_UG_AL_1/0_Brenau_2,0.0137527,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5582-p2udt1614lv),p2udt1614lv.1.2,p2udm5582.1.2,1P_UG_AL_1/0_Brenau_2,0.00972092,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5583-p2ulv44085),p2udm5583.1.2,p2ulv44085.1.2,1P_UG_AL_1/0_Brenau_2,0.0138781,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5583-p2udt1614lv),p2udt1614lv.1.2,p2udm5583.1.2,1P_UG_AL_1/0_Brenau_2,0.00973242,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5853-p2ulv3538),p2udm5853.1.2,p2ulv3538.1.2,1P_UG_AL_1/0_Brenau_2,0.0433342,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5853-p2udt1677lv),p2udt1677lv.1.2,p2udm5853.1.2,1P_UG_AL_1/0_Brenau_2,0.00989353,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5854-p2ulv15571),p2udm5854.1.2,p2ulv15571.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0102003,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm5854-p2udt1677lv),p2udt1677lv.1.2,p2udm5854.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00989353,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt1687lv-p2ulv20105),p2udt1687lv.1.2,p2ulv20105.1.2,1P_UG_AL_1/0_Brenau_2,0.0126895,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5887-p2ulv3549),p2udm5887.1.2,p2ulv3549.1.2,1P_UG_AL_2/0_Converse_2,0.0111688,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm5887-p2ulv20106),p2udm5887.1.2,p2ulv20106.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0142932,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm5887-p2udt1687lv),p2udt1687lv.1.2,p2udm5887.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00989518,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm5888-p2ulv20104),p2udm5888.1.2,p2ulv20104.1.2,1P_UG_AL_1/0_Brenau_2,0.0116379,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5888-p2udt1687lv),p2udt1687lv.1.2,p2udm5888.1.2,1P_UG_AL_1/0_Brenau_2,0.00989353,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt1706lv-p2ulv3572),p2udt1706lv.1.2,p2ulv3572.1.2,1P_UG_AL_1/0_Brenau_2,0.0125015,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5967-p2ulv18610),p2udm5967.1.2,p2ulv18610.1.2,1P_UG_AL_1/0_Brenau_2,0.0114095,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5967-p2udt1706lv),p2udt1706lv.1.2,p2udm5967.1.2,1P_UG_AL_1/0_Brenau_2,0.0924597,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5968-p2ulv44757),p2udm5968.1.2,p2ulv44757.1.2,1P_UG_AL_1/0_Brenau_2,0.00883544,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5969-p2ulv44760),p2udm5969.1.2,p2ulv44760.1.2,1P_UG_AL_1/0_Brenau_2,0.00911305,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5968-p2udm5969),p2udm5968.1.2,p2udm5969.1.2,1P_UG_AL_1/0_Brenau_2,0.0193909,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm5968-p2udt1706lv),p2udt1706lv.1.2,p2udm5968.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00969955,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udt1731lv-p2ulv19049),p2udt1731lv.1.2,p2ulv19049.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0132818,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm6080-p2ulv3606),p2udm6080.1.2,p2ulv3606.1.2,1P_UG_AL_1/0_Brenau_2,0.0178516,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6080-p2ulv37096),p2udm6080.1.2,p2ulv37096.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0101476,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm6080-p2udt1731lv),p2udt1731lv.1.2,p2udm6080.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0092869,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm6081-p2ulv19048),p2udm6081.1.2,p2ulv19048.1.2,1P_UG_AL_1/0_Brenau_2,0.0113194,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6081-p2udt1731lv),p2udt1731lv.1.2,p2udm6081.1.2,1P_UG_AL_1/0_Brenau_2,0.0092869,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6418-p2ulv3729),p2udm6418.1.2,p2ulv3729.1.2,1P_UG_AL_2/0_Converse_2,0.0106101,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm6418-p2udt1818lv),p2udt1818lv.1.2,p2udm6418.1.2,1P_UG_AL_2/0_Converse_2,0.00978338,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm6419-p2ulv20525),p2udm6419.1.2,p2ulv20525.1.2,1P_UG_AL_1/0_Brenau_2,0.00996687,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6419-p2udt1818lv),p2udt1818lv.1.2,p2udm6419.1.2,1P_UG_AL_1/0_Brenau_2,0.00978338,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt1846lv-p2ulv20082),p2udt1846lv.1.2,p2ulv20082.1.2,1P_UG_AL_1/0_Brenau_2,0.0153643,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6552-p2ulv3765),p2udm6552.1.2,p2ulv3765.1.2,1P_UG_AL_1/0_Brenau_2,0.0156547,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6552-p2ulv20083),p2udm6552.1.2,p2ulv20083.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0171501,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm6552-p2udt1846lv),p2udt1846lv.1.2,p2udm6552.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00979325,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm6553-p2ulv20080),p2udm6553.1.2,p2ulv20080.1.2,1P_UG_AL_1/0_Brenau_2,0.0159031,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6553-p2udt1846lv),p2udt1846lv.1.2,p2udm6553.1.2,1P_UG_AL_1/0_Brenau_2,0.00979161,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt1850lv-p2ulv45224),p2udt1850lv.1.2,p2ulv45224.1.2,1P_UG_AL_1/0_Brenau_2,0.0124283,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt1850lv-p2ulv45234),p2udt1850lv.1.2,p2ulv45234.1.2,1P_UG_AL_1/0_Brenau_2,0.0100345,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6573-p2ulv3771),p2udm6573.1.2,p2ulv3771.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00919629,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm6573-p2ulv45223),p2udm6573.1.2,p2ulv45223.1.2,1P_UG_AL_1/0_Brenau_2,0.0127728,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6573-p2udt1850lv),p2udt1850lv.1.2,p2udm6573.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00982448,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm6576-p2ulv45232),p2udm6576.1.2,p2ulv45232.1.2,1P_UG_AL_1/0_Brenau_2,0.0101171,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm6576-p2udt1850lv),p2udt1850lv.1.2,p2udm6576.1.2,1P_UG_AL_1/0_Brenau_2,0.0196572,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt2321lv-p2ulv4825),p2udt2321lv.1.2,p2ulv4825.1.2,1P_UG_AL_1/0_Brenau_2,0.00931107,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt2321lv-p2ulv45174),p2udt2321lv.1.2,p2ulv45174.1.2,1P_UG_AL_2/0_Converse_2,0.012092,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm8198-p2ulv44779),p2udm8198.1.2,p2ulv44779.1.2,1P_UG_AL_1/0_Brenau_2,0.00872929,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm8199-p2ulv44783),p2udm8199.1.2,p2ulv44783.1.2,1P_UG_AL_2/0_Converse_2,0.01415,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm8198-p2udm8199),p2udm8198.1.2,p2udm8199.1.2,1P_UG_AL_2/0_Converse_2,0.0688684,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm8198-p2udt2321lv),p2udt2321lv.1.2,p2udm8198.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00932636,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm8200-p2ulv44793),p2udm8200.1.2,p2ulv44793.1.2,1P_UG_AL_2/0_Converse_2,0.0200469,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udm8200-p2udt2321lv),p2udt2321lv.1.2,p2udm8200.1.2,1P_UG_AL_2/0_Converse_2,0.00931649,2,----,----,----,----,----,----,['0.7793333 |0.3503333 0.7793333'],['0.4209333 |0.3231333 0.4209333'],['37.42527 |-17.11183 37.42527'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,233,600,0.1,20,3,60,True,
Line.l(r:p2udt2721lv-p2ulv20085),p2udt2721lv.1.2,p2ulv20085.1.2,1P_UG_AL_1/0_Brenau_2,0.0173784,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udt2721lv-p2ulv43482),p2udt2721lv.1.2,p2ulv43482.1.2,1P_UG_AL_1/0_Brenau_2,0.0157868,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm9417-p2ulv5802),p2udm9417.1.2,p2ulv5802.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.0133506,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm9417-p2ulv20086),p2udm9417.1.2,p2ulv20086.1.2,1P_UG_AL_1/0_Brenau_2,0.0171491,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm9417-p2udt2721lv),p2udt2721lv.1.2,p2udm9417.1.2,1P_UG_AL_4/0_Sweetbriar_2,0.00979161,2,----,----,----,----,----,----,['0.5462333 |0.2755333 0.5462333'],['0.2976 |0.2043 0.2976'],['39.3278 |-18.6046 39.3278'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,301,600,0.1,20,3,60,True,
Line.l(r:p2udm9421-p2ulv20121),p2udm9421.1.2,p2ulv20121.1.2,1P_UG_AL_1/0_Brenau_2,0.0130918,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p2udm9420-p2ulv20087),p2udm9420.1.2,p2ulv20087.1.2,1P_UG_AL_1/0_Brenau_2,0.0195751,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
