,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.padswitch(r:p2udt211-p2udt215)p2u_51542,p2udt211-p2udt215x.1.2.3,p2udt211.1.2.3,padswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.elbswitch(r:p2udt219-p2udt2221)p2u_64989,p2udt2221.1.2.3,p2udt219-p2udt2221x.1.2.3,elbswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,False,
Line.elbswitch(r:p2udt205-p2udt4987)p2u_65020,p2udt205.1.2.3,p2udt205-p2udt4987x.1.2.3,elbswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,False,
Line.padswitch(r:p2udt1255-p2umv27)p2u_65021,p2udt1255.1.2.3,p2udt1255-p2umv27x.1.2.3,padswitch_3_11,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,960,600,0.1,20,3,60,False,
Line.padswitch(r:p2udt1255-p2umv27)p2u_65022,p2udt1255-p2umv27xx.1.2.3,p2umv27.1.2.3,padswitch_3_11,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,960,600,0.1,20,3,60,False,
Line.elbswitch(r:p2udt2283-p2umv100)p2u_65069,p2umv100.1.2.3,p2udt2283-p2umv100x.1.2.3,elbswitch_3,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,False,
Line.fuse(r:p2udt158-p2udt771)p2u_65176,p2udt158.2,p2udt158-p2udt771x.2,fuse_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,165,600,0.1,20,3,60,True,
Line.fuse(r:p2udt204-p2udt208)p2u_65183,p2udt208.1,p2udt204-p2udt208x.1,fuse_1_2,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.fuse(r:p2udt12333-p2udt210)p2u_65184,p2udt210.1,p2udt12333-p2udt210x.1,fuse_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,165,600,0.1,20,3,60,True,
Line.fuse(r:p2udt212-p2udt213)p2u_65185,p2udt212.3,p2udt212-p2udt213x.3,fuse_1_2,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.fuse(r:p2udt257-p2udt258)p2u_65192,p2udt258.3,p2udt257-p2udt258x.3,fuse_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.fuse(r:p2udt2683-p2udt3760)p2u_65744,p2udt3760.3,p2udt2683-p2udt3760x.3,fuse_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.fuse(r:p2udt1714-p2udt9927)p2u_66577,p2udt9927.2,p2udt1714-p2udt9927x.2,fuse_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.fuse(r:p2udt11794-p2udt1765)p2u_66849,p2udt11794.2,p2udt11794-p2udt1765x.2,fuse_1_1,0.001,1,----,----,----,----,----,----,['0.001'],['0.001'],['3.4'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt11798-p2udt206)p2u_66943,p2udt206.1.2.3,p2udt11798-p2udt206x.1.2.3,goab_disswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.recloser_disswitch(r:p2udt210-p2udt596)p2u_66962,p2udt210.1.2.3,p2udt210-p2udt596x.1.2.3,recloser_3_2,0.001,3,----,----,----,----,----,----,['0.001 |0 0.001 |0 0 0.001'],['0.001 |0 0.001 |0 0 0.001'],['3.499563 |-0.1093613 3.499563 |-0.1093613 -0.1093613 3.499563'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.recloser_disswitch(r:p2udt11798-p2udt2270)p2u_66965,p2udt11798.1.2.3,p2udt11798-p2udt2270x.1.2.3,recloser_3_1,0.001,3,----,----,----,----,----,----,['0.001 |0 0.001 |0 0 0.001'],['0.001 |0 0.001 |0 0 0.001'],['3.499563 |-0.1093613 3.499563 |-0.1093613 -0.1093613 3.499563'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt210-p2udt3226)p2u_66982,p2udt210.1.2.3,p2udt210-p2udt3226x.1.2.3,goab_disswitch_3_2,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,475,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt5789-p2umv164)p2u_67028,p2umv164.1.2.3,p2udt5789-p2umv164x.1.2.3,goab_disswitch_3_13,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,575,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt12007-p2udt596)p2u_67037,p2udt596.1.2.3,p2udt12007-p2udt596x.1.2.3,goab_disswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt3751-p2udt602)p2u_67048,p2udt602.1.2.3,p2udt3751-p2udt602x.1.2.3,goab_disswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt5788-p2udt5789)p2u_67113,p2udt5789.1.2.3,p2udt5788-p2udt5789x.1.2.3,goab_disswitch_3_13,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,575,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt205-p2udt2242)p2u_67122,p2udt2242.1.2.3,p2udt205-p2udt2242x.1.2.3,goab_disswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.recloser_disswitch(r:p2udt11798-p2udt4200)p2u_67135,p2udt11798.1.2.3,p2udt11798-p2udt4200x.1.2.3,recloser_3_1,0.001,3,----,----,----,----,----,----,['0.001 |0 0.001 |0 0 0.001'],['0.001 |0 0.001 |0 0 0.001'],['3.499563 |-0.1093613 3.499563 |-0.1093613 -0.1093613 3.499563'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt11871-p2udt9927)p2u_67155,p2udt11871.1.2.3,p2udt11871-p2udt9927x.1.2.3,goab_disswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.recloser_disswitch(r:p2udt11881-p2umv99)p2u_67307,p2udt11881.1.2.3,p2udt11881-p2umv99x.1.2.3,recloser_3_1,0.001,3,----,----,----,----,----,----,['0.001 |0 0.001 |0 0 0.001'],['0.001 |0 0.001 |0 0 0.001'],['3.499563 |-0.1093613 3.499563 |-0.1093613 -0.1093613 3.499563'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.recloser_disswitch(r:p2udt205-p2udt4986)p2u_67330,p2udt205.1.2.3,p2udt205-p2udt4986x.1.2.3,recloser_3_6,0.001,3,----,----,----,----,----,----,['0.001 |0 0.001 |0 0 0.001'],['0.001 |0 0.001 |0 0 0.001'],['3.499563 |-0.1093613 3.499563 |-0.1093613 -0.1093613 3.499563'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt216-p2udt602)p2u_67335,p2udt602.1.2.3,p2udt216-p2udt602x.1.2.3,goab_disswitch_3_18,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,525,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt11871-p2udt599)p2u_67377,p2udt599.1.2.3,p2udt11871-p2udt599x.1.2.3,goab_disswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt11906-p2udt202)p2u_67460,p2udt202.1.2.3,p2udt11906-p2udt202x.1.2.3,goab_disswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt217-p2udt602)p2u_67487,p2udt602.1.2.3,p2udt217-p2udt602x.1.2.3,goab_disswitch_3_12,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt205-p2udt206)p2u_67494,p2udt205.1.2.3,p2udt205-p2udt206x.1.2.3,goab_disswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.goab_disswitch(r:p2udt158-p2udt163)p2u_67574,p2udt158.1.2.3,p2udt158-p2udt163x.1.2.3,goab_disswitch_3_1,0.001,3,----,----,----,----,----,----,['1 |0 1 |0 0 1'],['1 |0 1 |0 0 1'],['1.066667 |-0.03333333 1.066667 |-0.03333333 -0.03333333 1.066667'],True,0.01805,0.155081,100,,none,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
